contentid,roomcode,roomtitle,roomcount,available_count,base_person,max_person,offseasonminfee,offseasonmaxfee,peakseasonminfee,peakseasonmaxfee,roombathfacility,roombath,roomhometheater,roomaircondition,roomtv,roompc,roomcable,roominternet,roomrefrigerator,roomtoiletries,roomsofa,roomcook,roomtable,roomhairdryer,roomimg1,roomimg1_alt,roomimg2,roomimg2_alt,roomimg3,roomimg3_alt
2598182,59384,지촌종택 행랑채,3,0,2,5,56000,88000,62000,74000,1,,,1,,,,1,,1,,,1,1,,,,,,
2598182,59385,지산서당,2,1,2,4,160000,181000,175000,211000,1,,,1,,,,1,,1,,,1,1,,,,,,
2598182,59386,정곡강당,2,1,2,4,160000,170000,169000,199000,1,,,1,,,,1,,1,,,1,1,,,,,,
2598182,59387,주사 2인실,1,1,2,6,92800,125800,127800,143800,1,,,1,,,,1,,1,,,1,1,,,,,,
2598182,59388,주사 3인실,1,0,3,5,91300,117300,133300,141300,1,,,1,,,,1,,1,,,1,1,,,,,,
138777,8423,17평형,20,3,3,4,260000,309000,301000,315000,1,,,1,1,,1,1,1,,,1,,,,,,,,
138777,8424,20평형(남향/노고단),48,36,4,4,330000,364000,342000,383000,1,,,1,1,,1,1,1,,,1,,,,,,,,
138777,8425,20평형(북향/솔봉),52,16,4,6,290000,314000,325000,348000,1,,,1,1,,1,1,1,,,1,,,,,,,,
138777,8428,23평형,12,12,5,9,370000,416000,402000,435000,1,,,1,1,,1,1,1,,,1,,,,,,,,
138777,8434,38평형,2,1,5,8,750000,777000,756000,783000,1,,,1,1,,1,1,1,,,1,,,,,,,,
2576382,56420,아망떼/비아뜨,2,0,4,7,120000,150000,250000,291000,1,,,1,1,,,1,1,1,,,,,,,,,,
2576382,56421,허니/쁘띠,2,1,2,4,80000,130000,160000,204000,1,,,1,1,,,1,1,1,,,,,,,,,,
2576382,56422,프리티,1,0,6,6,180000,280000,320000,363000,1,,,1,1,,,1,1,1,,,,,,,,,,
1932616,44778,로즈마리,1,1,8,13,260000,320000,430000,470000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
1932616,44779,스피아민트,1,0,6,10,190000,270000,360000,380000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
1932616,44780,세이지,1,0,4,8,140000,170000,290000,308000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
1932616,44781,페퍼민트,1,0,4,4,140000,170000,290000,332000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
1932616,44782,쟈스민,1,0,4,4,140000,170000,290000,326000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
1932616,44784,카모마일,1,0,4,4,140000,170000,290000,315000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
1932616,44786,쵸코렛,1,1,2,2,80000,100000,150000,192000,1,1,,1,1,,1,1,1,1,,1,1,1,,,,,,
1932616,44785,하트,1,1,2,7,80000,100000,150000,178000,1,1,,1,1,,1,1,1,1,,1,1,1,,,,,,
904963,20755,별빛,1,1,10,13,250000,300000,350000,380000,1,,,1,1,,1,,1,,,1,1,,,,,,,
904963,45465,바람소리,1,0,4,4,80000,100000,150000,171000,1,,,1,1,,1,,1,,,1,1,,,,,,,
904963,45464,새소리 / 달빛,2,0,4,5,100000,120000,150000,156000,1,,,1,1,,1,,1,,,1,1,,,,,,,
138845,22,펜션 20평형,4,3,7,11,100000,120000,160000,200000,1,,,1,1,,1,1,1,1,,1,,1,http://tong.visitkorea.or.kr/cms/resource/32/1157532_image2_1.jpg,굿스테이_전남 구례군_지리산리틀프린스펜션_20평형03,http://tong.visitkorea.or.kr/cms/resource/30/1157530_image2_1.jpg,굿스테이_전남 구례군_지리산리틀프린스펜션_20평형01,http://tong.visitkorea.or.kr/cms/resource/31/1157531_image2_1.jpg,굿스테이_전남 구례군_지리산리틀프린스펜션_20평형02
138845,25,일반 원룸(침대),9,0,2,2,50000,60000,70000,80000,1,,,1,1,,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/19/1157519_image2_1.jpg,굿스테이_전남 구례군_지리산리틀프린스펜션_일반침대02,http://tong.visitkorea.or.kr/cms/resource/20/1157520_image2_1.jpg,굿스테이_전남 구례군_지리산리틀프린스펜션_일반침대03,http://tong.visitkorea.or.kr/cms/resource/18/1157518_image2_1.jpg,굿스테이_전남 구례군_지리산리틀프린스펜션_일반침대01
138845,24,일반 원룸(온돌),9,7,3,6,50000,60000,70000,80000,1,,,1,1,,1,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/27/1157527_image2_1.jpg,굿스테이_전남 구례군_지리산리틀프린스펜션_일반온돌03,http://tong.visitkorea.or.kr/cms/resource/25/1157525_image2_1.jpg,굿스테이_전남 구례군_지리산리틀프린스펜션_일반온돌01,http://tong.visitkorea.or.kr/cms/resource/26/1157526_image2_1.jpg,굿스테이_전남 구례군_지리산리틀프린스펜션_일반온돌02
138845,23,펜션 25평형,4,4,7,12,140000,160000,200000,240000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
914506,22547,8평형,12,9,2,3,70000,100000,150000,156000,1,,,1,1,,1,,1,,,1,1,,,,,,,
914506,22548,20평형,1,0,10,11,250000,300000,450000,497000,1,,,1,1,,1,,1,,1,1,1,,,,,,,
914506,22549,15평형,6,0,6,6,150000,200000,350000,377000,1,,,1,1,,1,,1,,,1,1,,,,,,,
137965,3806,[펜션형] 가족실,7,7,6,9,100000,120000,180000,220000,1,,,1,1,,1,,1,,,1,1,1,http://tong.visitkorea.or.kr/cms/resource/95/1160095_image2_1.jpg,굿스테이_전남 구례군_지리산산사랑펜션_가족실(콘도형)02,http://tong.visitkorea.or.kr/cms/resource/93/1160093_image2_1.jpg,굿스테이_전남 구례군_지리산산사랑펜션_가족실(콘도형)01,http://tong.visitkorea.or.kr/cms/resource/98/1160098_image2_1.jpg,굿스테이_전남 구례군_지리산산사랑펜션_가족실(콘도형)03
137965,43698,[모텔형] 단체온돌,10,6,4,9,70000,80000,120000,150000,1,,,1,1,,1,,1,,,,1,1,,,,,,
137965,43699,[펜션형] VIP,17,3,6,11,140000,180000,220000,260000,1,,,1,1,,1,,1,,,,1,1,,,,,,
137965,54816,[모텔형] 가족온돌,12,8,4,9,40000,50000,70000,80000,1,,,1,1,,1,,1,,,,1,1,,,,,,
137965,54817,[모텔형] 가족,13,5,4,5,40000,50000,70000,80000,1,,,1,1,,1,,1,,,,1,1,,,,,,
1347391,32898,솔방울 / 솔바람(가족룸),2,0,4,7,100000,130000,200000,237000,,,,1,,,,,1,1,,1,,1,,,,,,
1347391,32899,솔향기(가족룸),1,1,2,7,80000,100000,150000,173000,,,,1,,,,,1,1,,1,,1,,,,,,
1347391,38897,"솔밭(단체룸, 2층독채)",1,1,8,9,210000,270000,420000,442000,,,,1,,,,,1,1,,1,,1,,,,,,
1347391,38898,청솔 / 한솔(커플룸),2,2,2,4,80000,100000,130000,161000,,,,1,,,,,1,1,,1,,1,,,,,,
1347391,32901,솔내음 / 솔둥지(가족룸),2,2,4,8,100000,130000,200000,231000,,,,1,,,,,1,1,,1,,1,,,,,,
1347391,32900,솔잎(단체룸),1,1,6,8,160000,200000,300000,338000,,,,1,,,,,1,1,,1,,1,,,,,,
2760074,54533,정일품 청실,1,1,2,4,99000,143000,130000,151000,1,,,1,1,,,1,,1,,,1,1,,,,,,
2760074,54534,정일품 홍실,1,1,2,2,90000,143000,100000,112000,1,,,1,1,,,1,,1,,,,1,,,,,,
2760074,54537,학선당 청실,1,0,2,4,55000,66000,95000,134000,1,,,1,1,,,1,,1,,,,1,,,,,,
2760074,54548,취운당 홍실,1,1,2,7,55000,66000,88000,132000,1,,,1,1,,,1,,1,,,,1,,,,,,
2760074,54532,정일품 금실,1,0,2,2,110000,154000,115000,130000,1,,,1,1,,,1,,1,,,1,1,,,,,,
2760074,54550,전통방(초가황토방),1,1,2,6,66000,77000,102000,117000,1,,,1,1,,,1,,1,,,,1,,,,,,
2760074,54547,취운당 청실,1,1,2,4,55000,66000,66000,113000,1,,,1,1,,,1,,1,,,,1,,,,,,
2760074,54535,학선당 금실,1,1,2,6,99000,143000,120000,145000,1,,,1,1,,,1,,1,,,,1,,,,,,
2760074,54541,학선당 홍실,1,1,2,4,55000,66000,76000,83000,1,,,1,1,,,1,,1,,,,1,,,,,,
2760074,54546,취운당 금실,1,0,6,6,209000,253000,251000,275000,1,,,1,1,,,1,1,1,1,,,1,,,,,,
1144295,28070,홍송실(8인실),1,1,5,10,200000,220000,213000,231000,1,,,1,1,,1,1,1,1,,1,,1,,,,,,
1144295,28067,청송실(2인실),3,0,2,5,100000,146000,136000,168000,1,,,1,1,,1,1,1,1,,1,,1,http://tong.visitkorea.or.kr/cms/resource/77/1150277_image2_1.jpg,굿스테이_경남 산청군_지리산통나무산장_2인실01,http://tong.visitkorea.or.kr/cms/resource/79/1150279_image2_1.jpg,굿스테이_경남 산청군_지리산통나무산장_2인실03,http://tong.visitkorea.or.kr/cms/resource/78/1150278_image2_1.jpg,굿스테이_경남 산청군_지리산통나무산장_2인실02
1144295,28069,금송실(5인실),1,0,4,4,150000,170000,173000,180000,1,,,1,1,,,1,1,1,,1,,1,http://tong.visitkorea.or.kr/cms/resource/87/1150287_image2_1.jpg,굿스테이_경남 산청군_지리산통나무산장_5인실02,http://tong.visitkorea.or.kr/cms/resource/88/1150288_image2_1.jpg,굿스테이_경남 산청군_지리산통나무산장_5인실03,http://tong.visitkorea.or.kr/cms/resource/86/1150286_image2_1.jpg,굿스테이_경남 산청군_지리산통나무산장_5인실01
1144295,28068,해송실(4인실),3,0,3,5,100000,145000,138000,161000,1,,,1,1,,1,1,1,1,,1,,1,http://tong.visitkorea.or.kr/cms/resource/84/1150284_image2_1.jpg,굿스테이_경남 산청군_지리산통나무산장_4인실(온돌)03,http://tong.visitkorea.or.kr/cms/resource/81/1150281_image2_1.jpg,굿스테이_경남 산청군_지리산통나무산장_4인실(온돌)01,http://tong.visitkorea.or.kr/cms/resource/83/1150283_image2_1.jpg,굿스테이_경남 산청군_지리산통나무산장_4인실(온돌)02
1144295,51840,백송실,2,1,3,5,100000,124000,120000,139000,1,,,1,1,,1,1,1,1,,1,,1,,,,,,
1908555,47886,본채,18,10,10,13,150000,178000,168000,176000,1,,,1,1,,1,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/17/2572517_image2_1.jpg,남원_지리산한옥_종가_본채1,http://tong.visitkorea.or.kr/cms/resource/21/2572521_image2_1.jpg,남원_지리산한옥_종가_본채2,http://tong.visitkorea.or.kr/cms/resource/24/2572524_image2_1.jpg,남원_지리산한옥_종가_본채3_거실
1908555,47887,백년관,1,0,15,18,1500000,1505000,1520000,1545000,1,,,1,1,,1,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/04/2572504_image2_1.jpg,남원_지리산한옥_백련관_거실1,http://tong.visitkorea.or.kr/cms/resource/05/2572505_image2_1.jpg,남원_지리산한옥_백련관_거실2,http://tong.visitkorea.or.kr/cms/resource/07/2572507_image2_1.jpg,남원_지리산한옥_백련관_내부통로
1908555,47885,작은채,2,0,9,9,100000,120000,105000,112000,1,,,1,1,,1,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/01/2572501_image2_1.jpg,남원_지리산한옥_작은채1,,,,
1908555,47888,사랑채,15,12,5,10,100000,145000,115000,128000,1,,,1,1,,1,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/20/2573620_image2_1.jpg,남원_지리산한옥_사랑채1,,,,
2708676,53879,2인실,4,2,2,5,70000,85000,90000,100000,1,,,1,1,,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/88/2708588_image2_1.jpg,전남_지리산햇살_2인실 2,,,,
2708676,53880,4인실 온돌,7,2,4,6,140000,160000,160000,180000,1,,,1,1,,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/91/2708591_image2_1.jpg,전남_지리산햇살_4인실 온돌 3,http://tong.visitkorea.or.kr/cms/resource/89/2708589_image2_1.jpg,전남_지리산햇살_4인실 온돌 1,,
2708676,53881,4인실 침대,6,1,4,9,140000,160000,160000,180000,1,,,1,1,,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/95/2708595_image2_1.jpg,전남_지리산햇살_4인실 침대 4,http://tong.visitkorea.or.kr/cms/resource/92/2708592_image2_1.jpg,전남_지리산햇살_4인실 침대 1,http://tong.visitkorea.or.kr/cms/resource/93/2708593_image2_1.jpg,전남_지리산햇살_4인실 침대 2
2708676,53882,2인 특실,2,1,2,7,140000,160000,160000,180000,1,,,1,1,,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/86/2708586_image2_1.jpg,전남_지리산햇살_2인 특실 4,http://tong.visitkorea.or.kr/cms/resource/85/2708585_image2_1.jpg,전남_지리산햇살_2인 특실 3,,
2708676,53883,6인 특실,5,5,6,8,180000,200000,220000,240000,1,,,1,1,,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/99/2708599_image2_1.jpg,전남_지리산햇살_6인 특실 4,http://tong.visitkorea.or.kr/cms/resource/98/2708598_image2_1.jpg,전남_지리산햇살_6인 특실 3,http://tong.visitkorea.or.kr/cms/resource/96/2708596_image2_1.jpg,전남_지리산햇살_6인 특실 1
2595004,161841,"B침대, C침대",4,0,2,7,140000,170000,200000,210000,1,,,1,1,,1,1,1,1,,,1,1,,,,,,
1932599,41715,피아골/섬진강,2,2,4,7,90000,140000,140000,200000,1,1,,1,1,,1,1,1,1,,1,1,1,,,,,,
1932599,41716,지리산/반야봉,2,0,8,12,160000,220000,220000,300000,1,,,1,1,,1,1,1,1,1,1,1,1,,,,,,
137472,56506,마운틴,12,2,12,17,85000,115000,120000,175000,,,,,,,,,,,,,,,,,,,,
137472,56507,슬로프,5,4,15,17,85000,115000,140000,195000,,,,,,,,,,,,,,,,,,,,
1882903,39605,안방,3,0,2,3,100000,130000,145000,182000,,,,1,,,,1,1,,,,,,http://tong.visitkorea.or.kr/cms/resource/20/2579520_image2_1.jpg,경북_안동_지산고택_안방1,http://tong.visitkorea.or.kr/cms/resource/23/2579523_image2_1.jpg,경북_안동_지산고택_안방2,http://tong.visitkorea.or.kr/cms/resource/25/2579525_image2_1.jpg,경북_안동_지산고택_안방3
1882903,39606,사랑방,13,8,2,7,120000,125000,167000,195000,,,,1,,,,1,1,,,,,1,http://tong.visitkorea.or.kr/cms/resource/15/2579515_image2_1.jpg,경북_안동_지산고택_사랑방1,http://tong.visitkorea.or.kr/cms/resource/16/2579516_image2_1.jpg,경북_안동_지산고택_사랑방2,http://tong.visitkorea.or.kr/cms/resource/17/2579517_image2_1.jpg,경북_안동_지산고택_사랑방3
1882903,39607,상방,7,3,2,3,80000,89000,114000,129000,,,,1,,,,1,1,,,,,1,http://tong.visitkorea.or.kr/cms/resource/18/2579518_image2_1.jpg,경북_안동_지산고택_상방1,http://tong.visitkorea.or.kr/cms/resource/19/2579519_image2_1.jpg,경북_안동_지산고택_상방2,,
1882903,39608,초가방,18,3,2,4,50000,68000,85000,133000,,,,1,,,,1,1,,,,,1,http://tong.visitkorea.or.kr/cms/resource/36/2579536_image2_1.jpg,경북_안동_지산고택_초가방1,http://tong.visitkorea.or.kr/cms/resource/37/2579537_image2_1.jpg,경북_안동_지산고택_초가방2,,
2039647,44658,일반실,18,0,2,6,40000,50000,66000,72000,1,,,1,1,1,1,1,1,1,,,1,1,,,,,,
2039647,44660,트윈,18,13,2,2,40000,50000,76000,104000,1,,,1,1,1,1,1,1,1,,,1,1,,,,,,
2509838,47423,스탠다드 더블,14,12,2,7,70000,120000,120000,150000,,,,1,1,,1,1,1,1,,,1,1,,,,,,
2509838,55744,스탠다드 트윈,16,8,2,4,70000,120000,120000,150000,,,,1,1,,1,1,1,1,,,1,1,,,,,,
2509838,55745,디럭스 더블,4,0,2,6,80000,130000,130000,160000,,,,1,1,,1,1,1,1,,,1,1,,,,,,
2509838,55746,디럭스 트윈,18,9,2,3,100000,150000,150000,180000,,,,1,1,,1,1,1,1,,,1,1,,,,,,
2509838,55747,스위트 더블,2,0,2,5,90000,140000,140000,170000,,,,1,1,,1,1,1,1,,,1,1,,,,,,
2509838,55748,패밀리 트윈,8,7,2,5,110000,160000,160000,190000,,,,1,1,,1,1,1,1,,,1,1,,,,,,
2509838,55749,주니어 스위트,18,12,2,3,130000,180000,180000,210000,,,,1,1,,1,1,1,1,,,1,1,,,,,,
2509838,55750,패밀리 트리플,19,1,2,7,130000,180000,180000,210000,,,,1,1,,1,1,1,1,,,1,1,,,,,,
2509838,55751,프리미엄 스위트,5,5,2,7,220000,270000,270000,300000,,,,1,1,,1,1,1,1,,,1,1,,,,,,
2509838,55752,펜트하우스,19,14,2,2,400000,500000,500000,600000,,,,1,1,,1,1,1,1,,,1,1,,,,,,
2650701,50922,Eco-Friendly Deluxe Double Terrace,1,0,2,6,80000,100000,100000,120000,1,,,1,1,,1,1,1,1,,,,1,,,,,,
2650701,50923,Eco-Friendly Family Twin,9,7,2,7,100000,120000,120000,140000,1,,,1,1,,1,1,1,1,,,,1,,,,,,
2650701,50924,Eco-Friendly Family Twin Terrace,8,5,2,6,120000,140000,140000,160000,1,,,1,1,,1,1,1,1,,,,1,,,,,,
2650701,50921,Eco-Friendly Deluxe Double,10,7,2,7,70000,90000,90000,110000,1,,,1,1,,1,1,1,1,,,,1,,,,,,
2907517,56803,오션파인,5,5,2,5,80000,120000,220000,243000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
2907517,56806,오션디럭스,7,5,2,6,90000,140000,240000,276000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
2907517,56804,오션스탠다드,7,7,2,7,80000,130000,240000,284000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
2907517,56810,오션스위트,1,0,4,6,170000,270000,420000,431000,1,,,1,1,,1,1,1,1,1,1,1,1,,,,,,
2907517,56814,파인트윈,4,0,3,4,110000,160000,330000,341000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
2907517,59056,파인스위트,4,3,4,8,160000,280000,400000,434000,1,,,1,1,,1,1,1,1,1,1,1,1,,,,,,
2583156,51820,일반,9,4,16,21,66900,111900,77900,109900,1,,,1,1,1,1,1,,,,,1,,,,,,,
1272708,36150,파라다이스1(스파),2,2,2,4,160000,260000,167000,186000,1,1,,1,1,,1,1,1,1,1,1,1,1,,,,,,
1272708,36151,파라다이스2,4,1,2,7,160000,250000,179000,219000,1,,,1,1,,1,1,1,1,1,1,1,1,,,,,,
1272708,36155,몰디브1(스파),1,1,2,6,170000,260000,202000,210000,1,1,,1,1,,1,1,1,1,1,1,1,1,,,,,,
1272708,36159,지중해2(스파),1,1,2,2,160000,230000,200000,232000,1,1,,1,1,,1,1,1,1,,1,1,1,,,,,,
1272708,36161,그리스1,2,2,2,2,130000,210000,168000,214000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
1272708,36154,몰디브2(스파),1,1,2,4,170000,260000,208000,233000,1,,,1,1,,1,1,1,1,1,1,1,1,,,,,,
1272708,36156,산토리니1(스파),8,2,2,2,140000,210000,186000,200000,1,1,,1,1,,1,1,1,1,1,1,1,1,,,,,,
1272708,36158,아프리카1,2,1,2,4,160000,260000,175000,197000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
1272708,51973,그리스3,18,15,2,4,100000,170000,137000,153000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
1272708,51974,그리스2,19,5,2,7,130000,200000,163000,188000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
907476,21109,Modern 1~4,4,2,2,2,69000,150000,170000,200000,1,,,1,1,,1,1,1,,,1,1,1,,,,,,
907476,21104,VIP 독채,1,1,8,13,250000,450000,400000,600000,1,1,,1,1,,1,1,1,,1,1,1,1,,,,,,
907476,21105,Family 1~2,2,2,4,4,99000,180000,220000,270000,1,1,,1,1,,1,1,1,,1,1,1,1,,,,,,
907476,44413,Family S1~S2,2,1,4,7,109000,200000,250000,300000,1,,,1,1,,1,1,1,,1,1,1,1,,,,,,
907476,46385,Simple 1~2,2,0,2,5,59000,140000,150000,180000,1,,,1,1,,1,1,1,1,,1,1,,,,,,,
907476,46386,Modern S1~S2,2,0,2,2,79000,160000,180000,220000,1,,,1,1,,1,1,1,,,1,1,1,,,,,,
1933610,41555,가휴재(독채),1,0,6,7,150000,200000,250000,273000,1,,,1,1,,1,1,1,1,,1,1,1,http://tong.visitkorea.or.kr/cms/resource/84/1933584_image2_1.jpg,진도가휴재_거실,http://tong.visitkorea.or.kr/cms/resource/85/1933585_image2_1.jpg,진도가휴재_다락방,http://tong.visitkorea.or.kr/cms/resource/93/1933593_image2_1.jpg,진도가휴재_방1
3102222,340305,4호,1,0,2,6,49100,94100,78100,98100,1,,,1,1,,,1,1,,,1,1,1,,,,,,
2531675,392568,독채 (온돌방 2개),6,0,8,11,300000,349000,347000,367000,,,,1,1,,1,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/61/2576361_image2_1.jpg,전남_진도_진도한옥펜션_독채(온돌방2개)1,http://tong.visitkorea.or.kr/cms/resource/63/2576363_image2_1.jpg,전남_진도_진도한옥펜션_독채(온돌방2개)2,http://tong.visitkorea.or.kr/cms/resource/64/2576364_image2_1.jpg,전남_진도_진도한옥펜션_독채(온돌방2개)3
386021,988,산머루,1,1,2,6,70000,80000,120000,154000,1,,,,1,,1,,1,1,,1,1,1,,,,,,
386021,990,하늘나리,1,1,2,4,70000,80000,100000,113000,1,,,,1,,1,,1,1,,1,1,1,,,,,,
386021,987,산다래,1,0,4,6,100000,120000,150000,170000,1,,,,1,,1,,1,1,,1,1,1,,,,,,
386021,989,참나리,1,1,2,2,70000,80000,100000,115000,1,,,,1,,1,,1,1,,1,1,1,,,,,,
398059,19230,봄,1,1,4,4,180000,204000,200000,207000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
398059,19231,여름,1,0,4,5,180000,207000,200000,230000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
398059,19232,가을/겨울,2,1,4,5,180000,185000,200000,210000,1,,,,1,,1,1,1,1,,1,1,1,,,,,,
397659,93094,일반,15,11,2,4,62100,108100,104100,120100,1,1,,1,1,,1,1,1,1,,,1,1,,,,,,
2582593,51883,일반실,2,0,20,25,40000,80000,68000,74000,1,,,1,1,,1,1,1,,,,,,,,,,,
2582593,51884,특실,3,0,15,20,70000,110000,102000,135000,1,1,,1,1,,1,1,1,,,,1,,,,,,,
2582593,51885,준특실,15,15,2,5,60000,100000,107000,125000,1,1,,1,1,,1,1,1,,,,1,,,,,,,
2582593,51886,VIP,15,8,5,8,100000,140000,115000,147000,1,1,,1,1,,1,1,1,,,,1,,,,,,,
2582593,58300,디럭스,3,2,19,21,50000,90000,83000,97000,1,,,1,1,,1,1,1,,,,,,,,,,,
2760676,54622,가족룸,1,1,23,27,290000,350000,327000,355000,,,,,,,,,,,,,,,,,,,,
2760676,54623,카라반,4,0,7,10,150000,180000,174000,194000,,,,,,,,,,,,,,,,,,,,
2760676,54621,겁쟁이사자,1,1,18,23,160000,190000,197000,223000,,,,,,,,,,,,,,,,,,,,
2760676,54620,"허수아비, 양철나뭇꾼, 도로시, 남쪽마녀, 마법사",5,2,21,25,100000,120000,149000,156000,,,,,,,,,,,,,,,,,,,,
2570406,52345,스탠다드,4,0,2,4,51300,59300,90300,139300,1,,,1,1,1,1,1,1,,,,,1,,,,,,
2570406,52346,디럭스,2,1,2,3,64700,84700,105700,135700,1,,,1,1,1,1,1,1,,,,,1,,,,,,
2570406,52347,프리미엄 트윈,7,7,2,4,85000,113000,110000,147000,1,,,1,1,1,1,1,1,,,,,1,,,,,,
2570406,52348,프리미엄 트리플,5,2,3,5,61700,67700,81700,114700,1,,,1,1,1,1,1,1,,,,,1,,,,,,
1997639,47908,안방,8,4,2,6,100000,132000,120000,152000,,,,1,1,,,1,1,1,1,,1,1,http://tong.visitkorea.or.kr/cms/resource/04/2528904_image2_1.jpg,숙박_경북_찰방공종택_안방,,,,
1997639,47909,별채방,12,2,2,7,150000,176000,180000,197000,,,,1,1,,,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/97/2528897_image2_1.jpg,숙박_경북_찰방공종택_별채방4,http://tong.visitkorea.or.kr/cms/resource/96/2528896_image2_1.jpg,숙박_경북_찰방공종택_별채방3,http://tong.visitkorea.or.kr/cms/resource/95/2528895_image2_1.jpg,숙박_경북_찰방공종택_별채방2
1997639,47910,상방,19,10,2,3,100000,118000,120000,125000,,,,1,1,,,1,1,1,,,1,1,,,,,,
1997639,47911,사랑방,4,3,2,2,150000,195000,180000,218000,,,,1,1,,,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/01/2528901_image2_1.jpg,숙박_경북_찰방공종택_사랑방3,http://tong.visitkorea.or.kr/cms/resource/02/2528902_image2_1.jpg,숙박_경북_찰방공종택_사랑방4,http://tong.visitkorea.or.kr/cms/resource/00/2528900_image2_1.jpg,숙박_경북_찰방공종택_사랑방2
1997639,47912,작은방,4,1,2,4,80000,88000,99000,111000,,,,1,,,,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/05/2528905_image2_1.jpg,숙박_경북_찰방공종택_작은방,,,,
138884,12982,분홍금낭화/노란제비꽃,2,1,4,4,60000,70000,150000,200000,1,,,1,1,,1,1,1,,,1,1,,,,,,,
138884,12984,일월비비추/온꿩에다리,2,1,6,11,80000,100000,170000,220000,1,,,1,1,,1,1,1,,,1,1,,,,,,,
138884,12987,바위채송화/애기기린초,2,2,2,3,50000,70000,150000,200000,1,,,1,1,,1,1,1,,,1,1,,,,,,,
1883758,40000,사랑방,19,7,4,6,150000,185000,169000,198000,,,,,,,,,,,,,,1,,,,,,
1883758,40001,안사랑,7,6,3,6,100000,115000,118000,127000,,,,,,,,,,,,,,1,http://tong.visitkorea.or.kr/cms/resource/14/2528914_image2_1.jpg,숙박_경북_창실고택_안사랑1,http://tong.visitkorea.or.kr/cms/resource/15/2528915_image2_1.jpg,숙박_경북_창실고택_안사랑2,,
1883758,40002,황토방,4,0,2,5,100000,138000,119000,162000,,,,,,,,,,,,,,1,http://tong.visitkorea.or.kr/cms/resource/21/2528921_image2_1.jpg,숙박_경북_창실고택_황토방2,http://tong.visitkorea.or.kr/cms/resource/20/2528920_image2_1.jpg,숙박_경북_창실고택_황토방1,http://tong.visitkorea.or.kr/cms/resource/23/2528923_image2_1.jpg,숙박_경북_창실고택_황토방4
1883758,40003,초당방,12,12,2,2,70000,102000,98000,119000,,,,,,,,,,,,,,1,,,,,,
1883758,40004,책방,17,1,2,2,50000,59000,74000,81000,,,,,,,,,,,,,,1,,,,,,
1883758,47733,안방,10,9,2,5,100000,138000,113000,132000,,,,,,,,,,,,,,1,http://tong.visitkorea.or.kr/cms/resource/13/2528913_image2_1.jpg,숙박_경북_창실고택_안방2,http://tong.visitkorea.or.kr/cms/resource/12/2528912_image2_1.jpg,숙박_경북_창실고택_안방1,,
139909,79042,희망방/햇살방/푸른방,3,1,4,7,90000,100000,100000,110000,1,,,1,1,,1,,1,1,,1,,,,,,,,
138675,65729,콘도23평형가족실,5,4,6,7,120000,170000,230000,251000,1,,,1,1,,1,,1,1,,1,1,1,,,,,,
2531364,48142,12평 펜션룸,6,4,2,6,35100,62100,80100,123100,1,,,1,1,,1,,1,,1,1,1,,http://tong.visitkorea.or.kr/cms/resource/72/2529972_image2_1.jpg,숙박_전북_채석리조텔오크빌_12평펜션룸1,http://tong.visitkorea.or.kr/cms/resource/73/2529973_image2_1.jpg,숙박_전북_채석리조텔오크빌_12평펜션룸2,,
