contentid,title,class,area,sigungu,addr,tel,firstimage,firstimage2
398319,호메르스호텔,관광호텔,부산광역시,수영구,부산광역시 수영구 광안해변로 217,051-750-8000,http://tong.visitkorea.or.kr/cms/resource/21/709921_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/709921_image3_1.jpg
705743,호미곶펜션,펜션,경상북도,포항시,경상북도 포항시 남구 호미곶면 구만길 128,054-284-0226,http://tong.visitkorea.or.kr/cms/resource/11/710511_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/710511_image3_1.jpg
946383,호수가아름다운집,펜션,경기도,포천시,경기도 포천시 영중면 물안길 177-26,010-5211-3736<br />010-6297-3971,http://tong.visitkorea.or.kr/cms/resource/96/1787096_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/1787096_image3_1.jpg
1076528,호수가의 아침,펜션,경기도,포천시,경기도 포천시 영중면 물안2길 33,010-9221-0790,http://tong.visitkorea.or.kr/cms/resource/91/1786891_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/1786891_image3_1.jpg
397745,호수위의 하루,펜션,충청북도,충주시,충청북도 충주시 중앙탑면 반천안길 63,010-5328-1625,http://tong.visitkorea.or.kr/cms/resource/60/1960360_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1960360_image3_1.jpg
1073480,호수창이예쁜가,펜션,경기도,포천시,경기도 포천시 일동면 운악청계로1480번길 8,010-3463-5253,,
903353,호수펜션산장,펜션,경기도,양평군,경기도 양평군 지평면 어영골길 29,,,
1858421,호스텔 토미,유스호스텔,서울특별시,종로구,서울특별시 종로구 돈화문로 66,02-744-6844,,
2475719,호스텔 하루,모텔,서울특별시,종로구,서울특별시 종로구 청계천로 61,02-732-1101,http://tong.visitkorea.or.kr/cms/resource/58/2475658_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2475658_image2_1.jpg
2699653,호스텔 하루,게스트하우스,서울특별시,종로구,서울특별시 종로구 청계천로 61,,,
2662245,호스텔코리아 11th 창덕궁점,유스호스텔,서울특별시,종로구,서울특별시 종로구 돈화문로 85,070-4705-1900,,
398066,호암산장,펜션,강원특별자치도,원주시,강원특별자치도 원주시 문막읍 석지1길 322,033-734-3020,http://tong.visitkorea.or.kr/cms/resource/68/1950868_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/1950868_image3_1.jpg
1874417,호텔 5월 ,모텔,광주광역시,서구,광주광역시 서구 상무번영로 51,062-676-5000,http://tong.visitkorea.or.kr/cms/resource/65/2529865_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2529865_image3_1.jpg
3049949,호텔 blo by blo,관광호텔,대구광역시,남구,대구광역시 남구 중앙대로 118 (봉덕동),0503-5052-8615,,
724863,호텔 IMT,관광호텔,경기도,파주시,경기도 파주시 탄현면 성동로 34,031-949-3952,http://tong.visitkorea.or.kr/cms/resource/75/726175_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/726175_image3_1.jpg
3085018,호텔 M7,모텔,경기도,용인시,경기도 용인시 기흥구 갈천로7번길 51 (신갈동),,http://tong.visitkorea.or.kr/cms/resource/47/3084547_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/47/3084547_image3_1.JPG
3062489,호텔 가봄,모텔,전라남도,목포시,전라남도 목포시 번영로 16 (상동),,,
3079764,호텔 가즈아,모텔,경기도,용인시,경기도 용인시 기흥구 신정로237번길 9 (신갈동),,http://tong.visitkorea.or.kr/cms/resource/58/3079758_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/3079758_image3_1.jpg
819875,호텔 글로리엘,모텔,경상북도,영덕군,경상북도 영덕군 강구면 삼사길 109,054-733-6450,,
756132,호텔 금오산,관광호텔,경상북도,구미시,경상북도 구미시 금오산로 400,054-450-4000,,
3336831,호텔 나루 서울 - 엠갤러리,관광호텔,서울특별시,마포구,서울특별시 마포구 마포대로 8 (마포동),,http://tong.visitkorea.or.kr/cms/resource/80/3336780_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/3336780_image3_1.jpg
2770421,호텔 노블스테이,관광호텔,대구광역시,중구,대구광역시 중구 국채보상로123길 23,,http://tong.visitkorea.or.kr/cms/resource/72/2771872_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2771872_image2_1.jpg
143048,호텔 농심,관광호텔,부산광역시,동래구,부산광역시 동래구 금강공원로20번길 23,051-550-2100,,
136627,호텔 느낌,모텔,강원특별자치도,속초시,강원특별자치도 속초시 온천로 313,033-635-2580,http://tong.visitkorea.or.kr/cms/resource/02/735302_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/735302_image3_1.jpg
2019203,호텔 더 디자이너스 종로점,관광호텔,서울특별시,종로구,서울특별시 종로구 수표로 89-8,02-2267-7474,http://tong.visitkorea.or.kr/cms/resource/57/2018657_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/57/2018657_image2_1.JPG
2591914,호텔 더 디자이너스 청량리 Hotel the designers,관광호텔,서울특별시,동대문구,서울특별시 동대문구 왕산로 226,02-957-3300,http://tong.visitkorea.or.kr/cms/resource/58/2591958_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2591958_image2_1.jpg
3044649,호텔 더 샵,모텔,강원특별자치도,강릉시,강원특별자치도 강릉시 동부시장길 35 (옥천동),010-7912-2811,,
2594874,호텔 더 에이치 ,관광호텔,대전광역시,대덕구,대전광역시 대덕구 신탄진동로23번길 58,042-932-0005,http://tong.visitkorea.or.kr/cms/resource/94/2595294_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2595294_image2_1.jpg
3080167,호텔 더 캐슬 방이,관광호텔,서울특별시,송파구,서울특별시 송파구 올림픽로32길 7 (방이동),,,
2858304,호텔 더본 제주,관광호텔,제주특별자치도,서귀포시,제주특별자치도 서귀포시 색달로 18,,http://tong.visitkorea.or.kr/cms/resource/93/2858293_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/93/2858293_image3_1.JPG
3049877,호텔 더자,모텔,광주광역시,동구,광주광역시 동구 동계천로6번길 11-6 (대인동),010-8221-8803,http://tong.visitkorea.or.kr/cms/resource/53/3059653_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3059653_image3_1.jpg
142883,호텔 더팔래스,관광호텔,대구광역시,남구,대구광역시 남구 이천로 13,053-471-9911,http://tong.visitkorea.or.kr/cms/resource/82/1970282_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/1970282_image3_1.jpg
2874916,호텔 라르 김포,관광호텔,경기도,김포시,경기도 김포시 장차로5번길 5-9,,http://tong.visitkorea.or.kr/cms/resource/04/2874904_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2874904_image3_1.jpg
2366080,호텔 라온제나,관광호텔,대구광역시,수성구,대구광역시 수성구 범어천로 73,,http://tong.visitkorea.or.kr/cms/resource/88/2719288_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2719288_image2_1.jpg
3340432,호텔 라자비,관광호텔,경상북도,포항시,경상북도 포항시 북구 칠성로47번길 12-2 (중앙동),,http://tong.visitkorea.or.kr/cms/resource/45/3067245_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3067245_image3_1.jpg
143068,호텔 레이크,관광호텔,서울특별시,송파구,서울특별시 송파구 석촌호수로 216,02-422-1001,http://tong.visitkorea.or.kr/cms/resource/74/1361674_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/1361674_image3_1.jpg
142764,호텔 리베라,관광호텔,서울특별시,강남구,서울특별시 강남구 영동대로 737,02-3438-4000,http://tong.visitkorea.or.kr/cms/resource/87/1867587_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/1867587_image3_1.jpg
2411625,호텔 리젠트마린,모텔,제주특별자치도,제주시,제주특별자치도 제주시 서부두2길 20,064-717-5000,http://tong.visitkorea.or.kr/cms/resource/16/2411516_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2411516_image2_1.jpg
143136,호텔 마레몬스,관광호텔,강원특별자치도,속초시,강원특별자치도 속초시 동해대로 3705,0507-1471-7013,http://tong.visitkorea.or.kr/cms/resource/58/1183958_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/1183958_image3_1.jpg
496393,호텔 모악산,모텔,전북특별자치도,완주군,전북특별자치도 완주군 구이면 모악산길 104-10,,http://tong.visitkorea.or.kr/cms/resource/10/2544410_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/10/2544410_image2_1.JPG
1831154,호텔 밀레니엄,모텔,경기도,고양시,경기도 고양시 일산서구 주화로 190,031-922-5211,http://tong.visitkorea.or.kr/cms/resource/62/1831162_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/62/1831162_image2_1.JPG
2637880,호텔 벨라스위트 수원인계점,관광호텔,경기도,수원시,경기도 수원시 팔달구 권광로180번길 18-15,031-231-2339,,
1912487,호텔 볼,모텔,서울특별시,강서구,서울특별시 강서구 강서로5가길 25,02-2607-0491,,
2651332,호텔 봄,관광호텔,전북특별자치도,군산시,전북특별자치도 군산시 부곡3길 6,063-468-0707,http://tong.visitkorea.or.kr/cms/resource/31/2651331_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2651331_image2_1.jpg
2847259,호텔 브릿지,관광호텔,제주특별자치도,서귀포시,제주특별자치도 서귀포시 태평로 436 하워드존슨호텔 제주 서귀포 하버,064-766-4200,,
142742,호텔 삼정,관광호텔,서울특별시,강남구,서울특별시 강남구 봉은사로 150,02-557-1221,,
2699863,호텔 서귀피안,게스트하우스,제주특별자치도,서귀포시,제주특별자치도 서귀포시 보목로64번길 178,,,
2847042,호텔 세인트,관광호텔,경기도,수원시,경기도 수원시 권선구 구운로85번길 28,,http://tong.visitkorea.or.kr/cms/resource/16/2847016_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2847016_image3_1.jpg
3044650,호텔 스카이락,관광호텔,강원특별자치도,인제군,강원특별자치도 인제군 인제읍 비봉로 39,010-6717-9986,http://tong.visitkorea.or.kr/cms/resource/50/3054150_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/3054150_image3_1.jpg
3079801,호텔 스카이파크 센트럴 명동점,관광호텔,서울특별시,중구,서울특별시 중구 명동9길 16 (명동1가),,,
228912,호텔 아리아나,관광호텔,대구광역시,수성구,대구광역시 수성구 동대구로 27,053-763-9000,,
1135017,호텔 아마란스 ,관광호텔,강원특별자치도,속초시,강원특별자치도 속초시 온천로 55,033-636-5252,http://tong.visitkorea.or.kr/cms/resource/33/2995133_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2995133_image3_1.jpg
3003557,호텔 아젤리아,관광호텔,대구광역시,달성군,대구광역시 달성군 유가읍 용리,,http://tong.visitkorea.or.kr/cms/resource/80/3090480_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/80/3090480_image3_1.JPG
397655,호텔 아쿠아펠리스,관광호텔,부산광역시,수영구,부산광역시 수영구 광안해변로 225,051-790-2300,http://tong.visitkorea.or.kr/cms/resource/33/1347633_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/1347633_image3_1.jpg
2918471,호텔 앨리스 앤 트렁크,관광호텔,제주특별자치도,제주시,제주특별자치도 제주시 연동12길 4,,,
3067732,호텔 에버리치,관광호텔,인천광역시,강화군,인천광역시 강화군 강화읍 화성길50번길 43,,,
2859496,호텔 에이치,관광호텔,경기도,안성시,경기도 안성시 죽주로 268-2,,,
2757265,호텔 오노마 ,관광호텔,대전광역시,유성구,대전광역시 유성구 도룡동 3-1,,,
2590471,호텔 유니크바이포레,관광호텔,서울특별시,동대문구,서울특별시 동대문구 이문로 192,02-965-0071,http://tong.visitkorea.or.kr/cms/resource/72/2590472_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2590472_image2_1.jpg
2018227,호텔 이채,모텔,서울특별시,서대문구,서울특별시 서대문구 연세로2길 27-3,02-365-3801,http://tong.visitkorea.or.kr/cms/resource/05/2018205_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/05/2018205_image2_1.JPG
143023,호텔 인터시티,관광호텔,대전광역시,유성구,대전광역시 유성구 온천로 92,042-600-6000,http://tong.visitkorea.or.kr/cms/resource/48/1346148_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/1346148_image3_1.jpg
970092,호텔 준 ,관광호텔,인천광역시,중구,인천광역시 중구 신도시남로150번길 18,032-746-4417,http://tong.visitkorea.or.kr/cms/resource/86/1355486_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/1355486_image3_1.jpg
3102228,호텔 치유,펜션,경상남도,남해군,경상남도 남해군 서면 남서대로 1965-54,055-863-9955,,
143151,호텔 카리스 ,관광호텔,인천광역시,계양구,인천광역시 계양구 계양대로 28,032-556-0880,http://tong.visitkorea.or.kr/cms/resource/94/1348094_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/1348094_image3_1.jpg
2602777,호텔 카푸치노,관광호텔,서울특별시,강남구,서울특별시 강남구 봉은사로 155,02-2038-9501,http://tong.visitkorea.or.kr/cms/resource/83/2602783_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/83/2602783_image2_1.jpeg
3049912,호텔 코지,관광호텔,강원특별자치도,춘천시,강원특별자치도 춘천시 금강로 31 (소양로3가),033-253-6996,,
142847,호텔 파라곤,관광호텔,부산광역시,사상구,부산광역시 사상구 광장로 46,051-328-2001,http://tong.visitkorea.or.kr/cms/resource/09/1346309_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/1346309_image3_1.jpg
138967,호텔 파크우드,관광호텔,인천광역시,중구,인천광역시 중구 마시란로 34,032-752-8281~2,,
2701011,호텔 프렌치코드,관광호텔,부산광역시,금정구,부산광역시 금정구 중앙대로1805번길 16,051-515-8143,http://tong.visitkorea.or.kr/cms/resource/32/2698332_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2698332_image3_1.jpg
142770,호텔 프리마,관광호텔,서울특별시,강남구,서울특별시 강남구 도산대로 536,02-6006-9114,http://tong.visitkorea.or.kr/cms/resource/91/1867591_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/1867591_image3_1.jpg
3044651,호텔 피에드 수성,관광호텔,대구광역시,수성구,대구광역시 수성구 알파시티1로4길 18 (대흥동),053-792-2900,http://tong.visitkorea.or.kr/cms/resource/19/3054019_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3054019_image3_1.jpg
821578,호텔 필림37.2,관광호텔,충청북도,충주시,충청북도 충주시 연원로 17 필립372호텔,043-842-0515,http://tong.visitkorea.or.kr/cms/resource/15/3021615_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/3021615_image3_1.jpg
136990,호텔 휘닉스,모텔,강원특별자치도,횡성군,강원특별자치도 횡성군 우천면 서동로 116,033-343-1555,http://tong.visitkorea.or.kr/cms/resource/41/1815041_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/1815041_image3_1.jpg
3044652,호텔 휴,모텔,강원특별자치도,춘천시,강원특별자치도 춘천시 남춘로5번길 10-4 (퇴계동),010-2567-4177,,
1882293,호텔 휴 로프트,모텔,인천광역시,중구,인천광역시 중구 마시란로 51-29,032-751-3800,http://tong.visitkorea.or.kr/cms/resource/16/1882316_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/16/1882316_image2_1.JPG
2847188,호텔 휴식 서귀포,관광호텔,제주특별자치도,서귀포시,제주특별자치도 서귀포시 중앙로71번길 17 서귀포 가족호텔,,,
2651718,호텔38.5도씨,관광호텔,경상남도,창원시,경상남도 창원시 진해구 충장로82번길 15,055-552-0385,http://tong.visitkorea.or.kr/cms/resource/13/2651713_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/13/2651713_image2_1.JPG
2930324,호텔3월,관광호텔,대전광역시,서구,대전광역시 서구 둔산중로32번길 29 (둔산동),010-3347-1435,http://tong.visitkorea.or.kr/cms/resource/87/3054887_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/3054887_image3_1.jpg
2860744,호텔727,모텔,경기도,안산시,경기도 안산시 단원구 광덕2로 58-14,,,
2700199,호텔CC,게스트하우스,경기도,파주시,경기도 파주시 탄현면 엘씨디로241번길 39-45,,,
3080192,호텔GMS,관광호텔,서울특별시,영등포구,서울특별시 영등포구 경인로 867 (영등포동3가),,,
2948479,호텔ICC,관광호텔,대전광역시,유성구,대전광역시 유성구 엑스포로123번길 55 (도룡동),,http://tong.visitkorea.or.kr/cms/resource/75/2948475_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2948475_image3_1.jpg
2874749,호텔M-Tower,관광호텔,경기도,김포시,경기도 김포시 김포한강9로75번길 38,,http://tong.visitkorea.or.kr/cms/resource/05/2874705_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2874705_image3_1.jpg
142757,호텔PJ,관광호텔,서울특별시,중구,서울특별시 중구 마른내로 71,02-2280-7000,http://tong.visitkorea.or.kr/cms/resource/77/1363577_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1363577_image3_1.jpg
2490629,호텔가덴,관광호텔,경기도,수원시,경기도 수원시 권선구 경수대로335번길 12,031-239-5572,http://tong.visitkorea.or.kr/cms/resource/17/2490617_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2490617_image2_1.jpg
1834042,호텔가을,모텔,서울특별시,서대문구,서울특별시 서대문구 연세로2나길 13,02-393-3990,http://tong.visitkorea.or.kr/cms/resource/60/1834060_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/60/1834060_image2_1.JPG
3089062,호텔공주,모텔,충청남도,공주시,충청남도 공주시 신관동,,http://tong.visitkorea.or.kr/cms/resource/55/3088955_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/55/3088955_image3_1.JPG
2907487,호텔공지천,관광호텔,강원특별자치도,춘천시,강원특별자치도 춘천시 수변공원길 11,,http://tong.visitkorea.or.kr/cms/resource/81/2907481_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2907481_image3_1.jpg
3049880,호텔공지천 2호점,모텔,강원특별자치도,춘천시,강원특별자치도 춘천시 강창골길 38 (삼천동),010-4764-0530,,
232290,호텔국도,관광호텔,서울특별시,중구,서울특별시 중구 을지로 164,02-6466-1234,http://tong.visitkorea.or.kr/cms/resource/27/2825627_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2825627_image3_1.jpg
1745972,호텔나비야,모텔,경기도,시흥시,경기도 시흥시 월곶중앙로58번길 27,031-318-5306,http://tong.visitkorea.or.kr/cms/resource/05/1742005_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/1742005_image3_1.jpg
2856362,호텔더그레이동두천,관광호텔,경기도,동두천시,경기도 동두천시 중앙로246번길 13,,http://tong.visitkorea.or.kr/cms/resource/47/2856347_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2856347_image3_1.jpg
3084990,호텔더디자이너스 동대문,관광호텔,서울특별시,중구,서울특별시 중구 퇴계로 306 (쌍림동),,http://tong.visitkorea.or.kr/cms/resource/30/3084630_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/30/3084630_image3_1.JPG
3080209,호텔더디자이너스 서울역점,관광호텔,서울특별시,용산구,서울특별시 용산구 한강대로 305 (갈월동),,,
3076744,호텔더마크해운대,관광호텔,부산광역시,해운대구,부산광역시 해운대구 해운대해변로298번길 29 (중동),,,
2907773,호텔더블루테라,관광호텔,강원특별자치도,속초시,강원특별자치도 속초시 동해대로 3920,,http://tong.visitkorea.or.kr/cms/resource/66/2907766_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2907766_image3_1.jpg
2848429,호텔더스타일,관광호텔,경기도,수원시,경기도 수원시 팔달구 인계로124번길 41-5,,http://tong.visitkorea.or.kr/cms/resource/22/2848422_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2848422_image3_1.jpg
2651580,호텔더스팟,관광호텔,광주광역시,북구,광주광역시 북구 앰코로 32,062-971-1362,http://tong.visitkorea.or.kr/cms/resource/77/2651577_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2651577_image2_1.jpg
3018716,호텔더윈,관광호텔,경기도,고양시,경기도 고양시 덕양구 원흥3로 6-14 (원흥동),,http://tong.visitkorea.or.kr/cms/resource/95/3085095_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/95/3085095_image3_1.JPG
2991200,호텔드포레,콘도미니엄,대구광역시,달성군,대구광역시 달성군 가창로 891,,http://tong.visitkorea.or.kr/cms/resource/91/2991191_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2991191_image3_1.jpg
2851991,호텔디,관광호텔,경기도,오산시,경기도 오산시 원동로 5,,http://tong.visitkorea.or.kr/cms/resource/83/2851983_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2851983_image3_1.jpg
3080814,호텔디아티스트,모텔,서울특별시,강남구,서울특별시 강남구 테헤란로29길 11 (역삼동),,http://tong.visitkorea.or.kr/cms/resource/10/3080810_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/10/3080810_image3_1.JPG
3084993,호텔디아티스트 연신내점,관광호텔,서울특별시,은평구,서울특별시 은평구 통일로 891 (갈현동),,http://tong.visitkorea.or.kr/cms/resource/02/3084602_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/02/3084602_image3_1.JPG
3076322,호텔라움,모텔,전라남도,순천시,전라남도 순천시 하풍동길 1-1 (풍덕동),,,
2478888,호텔락희 광양,관광호텔,전라남도,광양시,전라남도 광양시 항만9로 97,061-913-5000,http://tong.visitkorea.or.kr/cms/resource/60/2478860_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2478860_image2_1.jpg
2917213,호텔락희 청주,관광호텔,충청북도,청주시,충청북도 청주시 흥덕구 대농로 47-2,,http://tong.visitkorea.or.kr/cms/resource/62/2916562_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2916562_image3_1.jpg
2555413,호텔런더너,관광호텔,부산광역시,수영구,부산광역시 수영구 민락본동로 12-4,,http://tong.visitkorea.or.kr/cms/resource/16/2555416_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2555416_image2_1.jpg
1979715,호텔레오,관광호텔,제주특별자치도,제주시,제주특별자치도 제주시 삼무로 14,064-754-7000,,
3044673,호텔레이크,모텔,경상남도,밀양시,경상남도 밀양시 삼랑진읍 천태로 398,055-353-6060,http://tong.visitkorea.or.kr/cms/resource/26/3053226_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/3053226_image3_1.jpg
2600533,호텔로움,모텔,충청북도,괴산군,충청북도 괴산군 칠성면 자연드림길 252,1833-5753,http://tong.visitkorea.or.kr/cms/resource/02/2600502_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2600502_image2_1.jpg
3085020,호텔로프트,관광호텔,서울특별시,영등포구,서울특별시 영등포구 선유동2로 72 (당산동5가),,http://tong.visitkorea.or.kr/cms/resource/86/3084586_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/86/3084586_image3_1.JPG
3075962,호텔루비노,모텔,충청북도,청주시,충청북도 청주시 흥덕구 짐대로 62 (복대동),,,
2578995,호텔리베라 거제,관광호텔,경상남도,거제시,경상남도 거제시 일운면 거제대로 2190,055-730-5000,,
2792956,호텔리브레,관광호텔,경기도,시흥시,경기도 시흥시 서촌상가3길 7-3,,http://tong.visitkorea.or.kr/cms/resource/76/2796276_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2796276_image2_1.jpg
1831555,호텔리츠,모텔,경기도,수원시,경기도 수원시 팔달구 권광로134번길 44-11,031-224-1100,http://tong.visitkorea.or.kr/cms/resource/83/1831583_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/83/1831583_image2_1.JPG
1876565,호텔마누,관광호텔,서울특별시,중구,서울특별시 중구 퇴계로 19,02-777-0100,,
3076701,호텔모닝캄,관광호텔,충청북도,음성군,충청북도 음성군 맹동면 대하2가길 28,,,
2582993,호텔몬다비,모텔,전라남도,목포시,전라남도 목포시 수강로4번길 33,061-247-2200,,
3049353,호텔미인,관광호텔,충청남도,공주시,충청남도 공주시 전막3길 14 (신관동),0503-5052-2852,http://tong.visitkorea.or.kr/cms/resource/66/3058666_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3058666_image3_1.jpg
3079824,호텔미즈,관광호텔,경기도,파주시,경기도 파주시 탄현면 성동로 20-37,,,
1965379,호텔미투,모텔,인천광역시,연수구,인천광역시 연수구 능허대로191번길 12,032-831-6661,,
3044674,호텔반트,모텔,광주광역시,동구,광주광역시 동구 문화전당로23번길 12-1 (금동),062-229-0775,,
3091322,호텔베네,관광호텔,경기도,의정부시,경기도 의정부시 흥선로168번길 26 (의정부동),,http://tong.visitkorea.or.kr/cms/resource/18/3091318_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/18/3091318_image3_1.JPG
3080102,호텔베이 204,모텔,서울특별시,도봉구,서울특별시 도봉구 도봉로 710 (방학동),,,
2473953,호텔벨라,모텔,경기도,화성시,경기도 화성시 노작로 147,031-8003-4446,http://tong.visitkorea.or.kr/cms/resource/14/2473914_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2473914_image2_1.jpg
2867079,호텔벨르,관광호텔,경기도,평택시,경기도 평택시 평택로28번길 6,,http://tong.visitkorea.or.kr/cms/resource/74/2867074_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2867074_image3_1.jpg
3102217,호텔벨보이,펜션,강원특별자치도,동해시,강원특별자치도 동해시 신계길 57-2 (만우동),0507-1355-6960,,
1747887,호텔부티앤,모텔,인천광역시,계양구,인천광역시 계양구 계양문화로17번길 4,032-552-2266,,
1511518,호텔뷰,모텔,충청남도,보령시,충청남도 보령시 천북면 홍보로 1061-175,010-9552-6010,http://tong.visitkorea.or.kr/cms/resource/72/1509972_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1509972_image3_1.jpg
3075730,호텔뷰,관광호텔,경상북도,포항시,경상북도 포항시 북구 해안로 91 (두호동),,,
976736,호텔상상,관광호텔,경상남도,거제시,경상남도 거제시 일운면 거제대로 2752,055-682-5252,http://tong.visitkorea.or.kr/cms/resource/52/2986652_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2986652_image3_1.jpg
2040030,호텔석정힐,관광호텔,전북특별자치도,고창군,전북특별자치도 고창군 석정2로 192 클럽하우스,063-563-7711,http://tong.visitkorea.or.kr/cms/resource/17/2040017_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/17/2040017_image2_1.JPG
3084397,호텔소설,관광호텔,서울특별시,서초구,서울특별시 서초구 반포대로14길 53 (서초동),,http://tong.visitkorea.or.kr/cms/resource/65/3084365_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/3084365_image3_1.jpg
3089169,호텔스위트캐슬,관광호텔,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 신북로 443,,http://tong.visitkorea.or.kr/cms/resource/62/3089162_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/3089162_image3_1.jpg
2770452,호텔스카이파크 대전1호점,관광호텔,대전광역시,유성구,대전광역시 유성구 테크노중앙로 161,,http://tong.visitkorea.or.kr/cms/resource/14/2771914_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2771914_image2_1.jpg
3079789,호텔스카이파크 동대문1호점,관광호텔,서울특별시,중구,서울특별시 중구 동호로 335 (오장동),,,
